size_sq_meters,bedrooms,bathrooms,price,property_type,district,amenities,price_per_sqm,amenity_count
60.8,2,2,1928.12,Apartment,Dublin 6,Gym;Pool,31.71,2
145.6,4,1,2878.27,Apartment,Dublin 8,Gym;Parking,19.77,2
88.0,1,2,1161.69,Studio,Dublin 6,Gym;Parking,13.2,2
126.7,4,2,3148.37,Studio,Dublin 6,Gym;Parking,24.85,2
96.0,4,1,2911.69,Apartment,Dublin 2,Gym;Parking,30.33,2
35.2,1,1,1406.63,Studio,Dublin 1,Parking;Garden,39.96,2
106.0,1,1,2656.68,Apartment,Dublin 1,Gym;Parking,25.06,2
144.2,1,1,2203.24,Studio,Dublin 3,Parking;Garden,15.28,2
102.2,2,1,2991.69,Apartment,Dublin 2,Gym;Parking,29.27,2
128.3,4,2,3259.75,Apartment,Dublin 6,None,25.41,0
136.1,1,2,835.68,Apartment,Dublin 1,Gym;Parking,6.14,2
57.4,3,1,3996.23,House,Dublin 4,None,69.62,0
55.4,4,1,3794.66,Studio,Dublin 4,Parking;Garden,68.5,2
103.3,3,1,2338.4,Apartment,Dublin 4,Gym;Pool,22.64,2
79.3,2,2,1022.33,House,Dublin 6,Parking;Garden,12.89,2
130.8,1,1,3970.72,Apartment,Dublin 6,Gym;Pool,30.36,2
138.0,3,1,4811.74,House,Dublin 3,Gym;Pool,34.87,2
72.4,2,2,1808.64,Apartment,Dublin 3,Gym;Parking,24.98,2
58.4,1,2,2158.8,Apartment,Dublin 3,Gym;Pool,36.97,2
123.7,3,2,1572.01,House,Dublin 8,Parking;Garden,12.71,2
63.0,3,2,3223.13,House,Dublin 4,Gym;Parking,51.16,2
128.7,2,1,1450.33,Studio,Dublin 6,Gym;Pool,11.27,2
80.8,1,2,2296.01,Studio,Dublin 4,Parking;Garden,28.42,2
110.1,1,2,3727.45,House,Dublin 3,Gym;Pool,33.86,2
41.5,3,1,3152.49,Studio,Dublin 6,Gym;Pool,75.96,2
104.9,3,1,2423.14,House,Dublin 2,Gym;Parking,23.1,2
84.2,3,1,2565.05,Studio,Dublin 1,Gym;Parking,30.46,2
100.4,1,2,3160.87,Apartment,Dublin 1,Parking;Garden,31.48,2
50.2,2,1,824.63,Studio,Dublin 3,Gym;Parking,16.43,2
118.4,2,2,1129.74,Apartment,Dublin 4,Gym;Parking,9.54,2
133.5,1,2,4501.28,Apartment,Dublin 2,None,33.72,0
56.0,4,2,1127.09,Studio,Dublin 6,None,20.13,0
41.5,2,1,3768.58,House,Dublin 4,Parking;Garden,90.81,2
32.8,3,2,4664.16,Apartment,Dublin 3,Gym;Parking,142.2,2
107.0,4,1,1936.87,Apartment,Dublin 4,Parking;Garden,18.1,2
102.9,4,1,2356.06,Studio,Dublin 3,None,22.9,0
95.6,2,1,3189.47,House,Dublin 8,None,33.36,0
57.8,4,2,4503.18,House,Dublin 1,None,77.91,0
76.9,4,2,4756.0,Studio,Dublin 1,Parking;Garden,61.85,2
101.3,2,2,3906.17,House,Dublin 4,Gym;Parking,38.56,2
89.6,2,1,1163.8,Studio,Dublin 2,Gym;Pool,12.99,2
148.5,4,2,3610.45,Studio,Dublin 6,Gym;Parking,24.31,2
46.4,3,2,2523.28,Studio,Dublin 3,Parking;Garden,54.38,2
113.4,1,2,2776.94,Apartment,Dublin 6,None,24.49,0
78.5,4,2,1006.42,Apartment,Dublin 1,Gym;Pool,12.82,2
81.4,4,2,1602.46,Apartment,Dublin 2,Parking;Garden,19.69,2
116.1,3,1,4120.16,Studio,Dublin 2,None,35.49,0
113.1,4,1,2706.63,Apartment,Dublin 6,Parking;Garden,23.93,2
149.0,4,1,2066.98,Apartment,Dublin 1,Gym;Pool,13.87,2
45.4,1,1,2412.88,Apartment,Dublin 6,None,53.15,0
42.5,1,2,4388.48,Studio,Dublin 4,Gym;Parking,103.26,2
116.9,1,1,3945.8,Studio,Dublin 2,Parking;Garden,33.75,2
99.4,2,2,1943.72,Studio,Dublin 2,Gym;Pool,19.55,2
62.9,2,1,1293.51,Apartment,Dublin 4,Gym;Parking,20.56,2
39.5,1,1,1858.39,House,Dublin 1,Gym;Pool,47.05,2
40.3,1,1,4667.18,Apartment,Dublin 2,Parking;Garden,115.81,2
137.3,2,2,3242.67,Apartment,Dublin 8,Gym;Pool,23.62,2
53.0,3,2,3040.62,Studio,Dublin 8,None,57.37,0
68.8,4,1,3304.85,Studio,Dublin 8,Gym;Pool,48.04,2
57.2,4,2,2337.32,Apartment,Dublin 3,Parking;Garden,40.86,2
72.6,1,1,4189.85,Apartment,Dublin 3,None,57.71,0
38.3,3,1,2997.8,House,Dublin 1,Gym;Pool,78.27,2
92.3,2,1,1290.34,House,Dublin 4,Gym;Pool,13.98,2
38.1,1,2,1342.07,Studio,Dublin 6,None,35.22,0
126.0,3,1,3054.81,House,Dublin 1,Gym;Parking,24.24,2
58.0,3,1,4733.59,House,Dublin 6,Gym;Parking,81.61,2
94.8,3,1,2095.08,Studio,Dublin 1,None,22.1,0
135.6,2,2,4452.07,House,Dublin 3,Gym;Pool,32.83,2
108.1,2,1,4009.2,Apartment,Dublin 8,Gym;Parking,37.09,2
94.0,4,2,1840.81,House,Dublin 4,None,19.58,0
68.9,4,1,952.63,Studio,Dublin 3,Parking;Garden,13.83,2
70.0,3,2,1227.76,Apartment,Dublin 4,Gym;Pool,17.54,2
110.3,3,1,3859.67,House,Dublin 6,Parking;Garden,34.99,2
149.3,2,1,1638.61,Apartment,Dublin 1,Gym;Pool,10.98,2
109.4,4,2,2359.34,Apartment,Dublin 2,Gym;Parking,21.57,2
96.9,3,2,2907.14,House,Dublin 2,Parking;Garden,30.0,2
117.7,4,1,3846.97,House,Dublin 4,Parking;Garden,32.68,2
85.8,4,2,1275.57,Studio,Dublin 8,None,14.87,0
37.2,3,1,2506.74,Studio,Dublin 8,Gym;Parking,67.39,2
97.5,2,1,2837.31,Apartment,Dublin 4,Gym;Parking,29.1,2
144.9,3,1,3071.47,Studio,Dublin 3,Gym;Pool,21.2,2
51.0,3,2,4237.11,Apartment,Dublin 2,None,83.08,0
112.8,4,1,1521.05,Apartment,Dublin 3,None,13.48,0
54.1,3,2,4192.89,Studio,Dublin 6,Gym;Pool,77.5,2
94.3,2,1,3710.09,Studio,Dublin 2,Parking;Garden,39.34,2
41.6,3,2,3134.66,Studio,Dublin 6,Gym;Pool,75.35,2
84.0,2,2,3738.02,House,Dublin 1,Gym;Pool,44.5,2
120.7,2,1,2530.47,Apartment,Dublin 3,Gym;Pool,20.96,2
71.7,4,2,1381.27,Apartment,Dublin 4,None,19.26,0
109.8,1,1,3596.21,Apartment,Dublin 2,Gym;Pool,32.75,2
125.5,1,1,3003.62,Studio,Dublin 3,Gym;Pool,23.93,2
141.3,4,1,3485.37,Studio,Dublin 4,Gym;Pool,24.67,2
58.2,3,1,2219.59,Studio,Dublin 1,Gym;Parking,38.14,2
77.9,4,1,4608.84,Studio,Dublin 2,Parking;Garden,59.16,2
48.3,2,2,3266.95,Studio,Dublin 6,Parking;Garden,67.64,2
149.1,1,1,1158.69,House,Dublin 1,Parking;Garden,7.77,2
141.2,4,2,2689.18,Studio,Dublin 8,Parking;Garden,19.05,2
94.8,3,2,3976.7,Apartment,Dublin 4,None,41.95,0
131.0,4,1,4135.37,Studio,Dublin 2,None,31.57,0
92.5,1,2,2877.31,Apartment,Dublin 2,Gym;Pool,31.11,2
104.8,4,1,4557.94,Studio,Dublin 1,None,43.49,0
40.7,4,2,1924.21,Studio,Dublin 2,Parking;Garden,47.28,2
120.6,1,2,2524.51,Apartment,Dublin 4,Gym;Parking,20.93,2
45.3,2,2,4574.11,Apartment,Dublin 1,Gym;Pool,100.97,2
129.1,2,1,4564.28,Apartment,Dublin 6,Gym;Pool,35.35,2
123.8,1,2,3679.99,Apartment,Dublin 1,Parking;Garden,29.73,2
115.0,4,1,4407.72,House,Dublin 1,Parking;Garden,38.33,2
34.3,1,2,1172.85,Apartment,Dublin 6,Parking;Garden,34.19,2
66.4,2,2,4432.98,Studio,Dublin 8,None,66.76,0
61.6,3,2,2146.6,Studio,Dublin 4,Gym;Pool,34.85,2
73.2,4,2,1548.99,House,Dublin 8,Parking;Garden,21.16,2
40.5,2,1,1805.35,Apartment,Dublin 8,Gym;Parking,44.58,2
142.4,4,1,2555.47,Studio,Dublin 8,Gym;Pool,17.95,2
96.5,1,2,1855.01,House,Dublin 3,Gym;Pool,19.22,2
66.7,3,2,2146.38,Studio,Dublin 8,None,32.18,0
77.6,1,1,1366.91,House,Dublin 3,Gym;Pool,17.61,2
83.7,3,1,2043.94,House,Dublin 6,Parking;Garden,24.42,2
102.1,4,1,3203.59,Apartment,Dublin 4,Parking;Garden,31.38,2
91.9,4,1,2655.79,House,Dublin 8,Gym;Parking,28.9,2
140.3,1,2,2256.22,Studio,Dublin 2,Gym;Pool,16.08,2
89.6,3,2,3935.1,Studio,Dublin 6,Gym;Pool,43.92,2
149.1,3,1,4552.74,Apartment,Dublin 3,None,30.53,0
132.2,4,1,3978.51,Apartment,Dublin 4,Parking;Garden,30.09,2
55.0,1,1,2194.4,House,Dublin 1,Gym;Parking,39.9,2
141.7,3,1,3926.66,Apartment,Dublin 4,Parking;Garden,27.71,2
44.0,4,1,1438.32,Studio,Dublin 4,Gym;Pool,32.69,2
128.1,2,1,1347.34,Studio,Dublin 8,Gym;Pool,10.52,2
75.7,1,2,2251.63,Apartment,Dublin 8,Gym;Parking,29.74,2
135.4,2,2,4192.35,Apartment,Dublin 3,Gym;Pool,30.96,2
134.2,1,2,1834.66,Apartment,Dublin 3,Gym;Parking,13.67,2
126.7,4,1,1065.66,House,Dublin 8,Gym;Parking,8.41,2
124.8,3,1,1353.18,House,Dublin 8,Parking;Garden,10.84,2
66.6,3,1,4406.73,Studio,Dublin 2,Gym;Parking,66.17,2
39.7,3,2,3461.89,House,Dublin 2,Gym;Pool,87.2,2
78.4,1,1,1863.44,House,Dublin 6,None,23.77,0
50.8,4,1,3132.24,House,Dublin 8,None,61.66,0
113.4,2,2,3015.83,House,Dublin 1,Gym;Pool,26.59,2
71.5,4,1,3552.83,Studio,Dublin 2,None,49.69,0
147.1,2,2,1779.39,Apartment,Dublin 3,None,12.1,0
106.9,1,2,4430.49,Studio,Dublin 4,Gym;Parking,41.45,2
128.7,1,1,2099.35,House,Dublin 6,None,16.31,0
45.9,2,2,3715.35,Apartment,Dublin 2,None,80.94,0
133.4,2,1,867.72,Apartment,Dublin 4,None,6.5,0
140.7,2,2,2365.16,Apartment,Dublin 4,Parking;Garden,16.81,2
88.4,4,1,2277.18,Studio,Dublin 2,Gym;Pool,25.76,2
102.8,2,2,3082.63,Apartment,Dublin 1,Gym;Parking,29.99,2
121.8,1,1,1105.49,Studio,Dublin 1,None,9.08,0
51.0,1,2,4118.55,Studio,Dublin 6,Gym;Pool,80.76,2
90.3,3,2,1714.68,House,Dublin 1,None,18.99,0
77.8,2,2,3643.56,House,Dublin 6,Parking;Garden,46.83,2
47.6,4,1,4173.49,Apartment,Dublin 3,Parking;Garden,87.68,2
74.1,4,1,3159.88,Apartment,Dublin 2,None,42.64,0
38.2,4,2,3911.71,House,Dublin 4,None,102.4,0
33.1,3,1,3579.81,Studio,Dublin 6,None,108.15,0
46.2,1,2,2293.23,Studio,Dublin 1,Parking;Garden,49.64,2
145.6,4,1,4197.21,House,Dublin 6,Parking;Garden,28.83,2
95.9,1,2,2037.75,Studio,Dublin 8,Gym;Pool,21.25,2
145.9,3,1,3199.09,House,Dublin 6,Gym;Parking,21.93,2
81.9,2,2,3930.67,House,Dublin 1,Gym;Parking,47.99,2
67.4,2,2,2391.61,Apartment,Dublin 8,Parking;Garden,35.48,2
90.7,2,2,2071.62,Apartment,Dublin 8,Gym;Parking,22.84,2
82.7,4,2,2729.25,House,Dublin 1,None,33.0,0
42.7,2,1,4235.45,Apartment,Dublin 8,Gym;Pool,99.19,2
106.9,4,2,4705.67,House,Dublin 2,Parking;Garden,44.02,2
55.9,3,1,3089.35,Studio,Dublin 4,Parking;Garden,55.27,2
104.4,3,1,3578.16,Studio,Dublin 2,Gym;Parking,34.27,2
108.0,4,2,4593.75,Studio,Dublin 2,None,42.53,0
48.2,1,1,1213.9,Studio,Dublin 1,Gym;Pool,25.18,2
37.4,2,1,1774.73,House,Dublin 1,Gym;Parking,47.45,2
123.7,2,1,3777.38,Studio,Dublin 4,Parking;Garden,30.54,2
85.2,2,2,4259.73,Studio,Dublin 6,Parking;Garden,50.0,2
37.0,4,1,4399.52,Studio,Dublin 2,Gym;Parking,118.91,2
149.4,3,1,2543.45,Studio,Dublin 8,None,17.02,0
36.9,2,2,1175.23,House,Dublin 4,Gym;Pool,31.85,2
113.4,3,2,2638.68,Studio,Dublin 2,Gym;Pool,23.27,2
148.0,2,1,1769.09,Apartment,Dublin 6,Gym;Pool,11.95,2
58.7,2,2,2023.03,Apartment,Dublin 8,Gym;Pool,34.46,2
47.1,4,1,4043.52,Apartment,Dublin 2,None,85.85,0
44.6,1,1,1117.21,Apartment,Dublin 3,Parking;Garden,25.05,2
66.4,4,1,4275.84,Apartment,Dublin 4,Parking;Garden,64.4,2
42.1,2,2,2596.21,Apartment,Dublin 1,Gym;Pool,61.67,2
113.1,2,1,3303.47,House,Dublin 2,Gym;Pool,29.21,2
37.5,1,2,1176.54,Apartment,Dublin 8,Gym;Pool,31.37,2
91.1,3,2,2216.91,Studio,Dublin 8,Gym;Parking,24.33,2
149.6,3,1,1176.74,Apartment,Dublin 4,Gym;Parking,7.87,2
127.7,2,2,4838.48,House,Dublin 4,Parking;Garden,37.89,2
103.8,3,2,4190.5,Apartment,Dublin 8,Parking;Garden,40.37,2
66.8,2,2,2730.46,Studio,Dublin 8,Gym;Pool,40.88,2
104.9,1,2,1739.13,Studio,Dublin 8,Gym;Parking,16.58,2
93.2,1,2,4720.51,House,Dublin 2,None,50.65,0
81.1,2,1,2247.31,House,Dublin 8,Gym;Parking,27.71,2
45.7,1,2,1476.13,House,Dublin 1,Parking;Garden,32.3,2
136.4,4,1,3165.29,House,Dublin 8,Gym;Parking,23.21,2
84.0,4,1,4763.85,Apartment,Dublin 1,Parking;Garden,56.71,2
53.4,1,1,816.09,Apartment,Dublin 2,Gym;Pool,15.28,2
74.1,2,1,1800.12,Studio,Dublin 4,None,24.29,0
79.7,2,1,4741.48,House,Dublin 1,Gym;Pool,59.49,2
129.3,1,1,1518.56,House,Dublin 2,Gym;Pool,11.74,2
118.0,3,2,1275.62,Apartment,Dublin 8,None,10.81,0
122.3,4,2,3194.79,House,Dublin 2,None,26.12,0
31.3,3,2,4419.74,Studio,Dublin 8,None,141.21,0
79.9,2,1,2803.86,Studio,Dublin 2,Parking;Garden,35.09,2
87.8,2,2,4977.17,House,Dublin 4,Gym;Pool,56.69,2
32.3,3,2,3652.52,Studio,Dublin 1,Parking;Garden,113.08,2
61.2,1,2,1111.11,Studio,Dublin 4,None,18.16,0
121.2,3,1,4969.89,Apartment,Dublin 3,Parking;Garden,41.01,2
46.5,3,2,2513.16,Studio,Dublin 8,None,54.05,0
94.2,4,1,2007.09,House,Dublin 1,Gym;Parking,21.31,2
55.8,4,2,3143.09,House,Dublin 4,None,56.33,0
31.5,3,1,2078.09,Studio,Dublin 1,Gym;Pool,65.97,2
58.9,3,1,1163.12,House,Dublin 3,Gym;Pool,19.75,2
147.1,2,1,806.0,Apartment,Dublin 6,Gym;Pool,5.48,2
126.2,4,2,2688.25,Studio,Dublin 8,Parking;Garden,21.3,2
145.1,4,2,4314.83,Studio,Dublin 8,Gym;Pool,29.74,2
88.5,2,1,3203.72,Studio,Dublin 2,None,36.2,0
43.2,1,2,4996.67,House,Dublin 8,Gym;Parking,115.66,2
95.8,4,1,2004.76,House,Dublin 8,Gym;Pool,20.93,2
84.5,4,1,1977.91,Studio,Dublin 4,Parking;Garden,23.41,2
131.3,1,2,1470.95,House,Dublin 8,Gym;Parking,11.2,2
41.8,4,2,1489.07,House,Dublin 8,Gym;Pool,35.62,2
88.6,4,2,1997.78,Studio,Dublin 3,Gym;Pool,22.55,2
48.0,1,1,4129.93,Studio,Dublin 3,Gym;Parking,86.04,2
69.0,1,1,4604.18,House,Dublin 1,Gym;Pool,66.73,2
118.5,3,2,4895.37,Studio,Dublin 1,Parking;Garden,41.31,2
87.1,2,1,1775.62,Studio,Dublin 8,None,20.39,0
75.1,2,2,4501.45,Studio,Dublin 8,None,59.94,0
77.3,1,1,2178.67,Studio,Dublin 2,Gym;Parking,28.18,2
85.1,1,2,1273.93,House,Dublin 1,None,14.97,0
124.2,4,2,4454.1,Studio,Dublin 4,Gym;Pool,35.86,2
137.1,3,1,3471.64,Apartment,Dublin 8,Gym;Pool,25.32,2
144.6,3,2,1491.87,Studio,Dublin 4,Parking;Garden,10.32,2
124.4,1,2,2605.29,Apartment,Dublin 8,None,20.94,0
67.8,4,1,2006.48,Studio,Dublin 4,Gym;Parking,29.59,2
112.6,4,2,3894.54,Apartment,Dublin 6,Gym;Pool,34.59,2
82.5,2,1,2704.35,Apartment,Dublin 4,Gym;Parking,32.78,2
60.6,2,2,4954.98,Studio,Dublin 1,Gym;Pool,81.77,2
130.9,4,1,1029.93,Studio,Dublin 8,Gym;Pool,7.87,2
34.6,2,2,2291.06,Studio,Dublin 1,Parking;Garden,66.22,2
138.2,1,2,2823.98,Apartment,Dublin 4,None,20.43,0
85.4,4,2,2913.16,House,Dublin 3,Parking;Garden,34.11,2
106.5,2,2,2126.93,House,Dublin 3,None,19.97,0
109.1,3,1,3862.81,Studio,Dublin 3,Gym;Parking,35.41,2
137.4,4,1,4473.94,House,Dublin 8,None,32.56,0
106.4,4,1,4742.62,House,Dublin 2,Gym;Parking,44.57,2
103.7,3,1,4181.39,Studio,Dublin 6,Gym;Pool,40.32,2
38.0,1,1,4372.44,Apartment,Dublin 4,Gym;Parking,115.06,2
92.2,3,1,3112.29,Studio,Dublin 2,Gym;Parking,33.76,2
48.0,4,1,4268.73,House,Dublin 3,Gym;Pool,88.93,2
118.5,1,2,2074.72,Apartment,Dublin 4,Gym;Parking,17.51,2
91.5,2,2,2473.61,House,Dublin 2,Gym;Parking,27.03,2
111.6,2,2,2131.03,Apartment,Dublin 1,Gym;Pool,19.1,2
35.0,2,2,2763.03,House,Dublin 3,Gym;Pool,78.94,2
40.2,4,1,1999.43,Studio,Dublin 2,Gym;Pool,49.74,2
116.0,3,1,4838.77,House,Dublin 8,None,41.71,0
38.7,1,1,2113.95,House,Dublin 1,Gym;Pool,54.62,2
38.6,2,2,1211.79,Apartment,Dublin 3,Gym;Pool,31.39,2
31.5,1,1,3012.63,House,Dublin 6,Gym;Parking,95.64,2
144.8,4,2,1039.82,Studio,Dublin 3,Parking;Garden,7.18,2
118.5,2,1,1264.28,Studio,Dublin 8,Parking;Garden,10.67,2
72.4,4,1,1721.44,Studio,Dublin 6,None,23.78,0
65.6,3,1,2750.27,Apartment,Dublin 6,None,41.92,0
72.0,4,1,2619.65,Apartment,Dublin 6,Parking;Garden,36.38,2
123.0,4,2,4158.71,House,Dublin 4,Parking;Garden,33.81,2
109.4,3,2,3905.79,House,Dublin 4,Gym;Pool,35.7,2
52.2,1,1,2590.54,House,Dublin 6,Gym;Parking,49.63,2
50.9,3,2,2201.56,Apartment,Dublin 1,Gym;Pool,43.25,2
41.8,3,1,2129.17,Apartment,Dublin 6,None,50.94,0
109.2,4,1,4050.78,House,Dublin 2,Parking;Garden,37.1,2
121.7,1,1,1018.7,Apartment,Dublin 6,None,8.37,0
61.8,2,1,853.85,Apartment,Dublin 4,Gym;Pool,13.82,2
32.5,3,2,4141.29,Studio,Dublin 4,None,127.42,0
39.9,1,1,2804.01,Studio,Dublin 2,None,70.28,0
146.1,3,1,1349.7,House,Dublin 2,Gym;Parking,9.24,2
65.5,3,2,1789.38,House,Dublin 3,None,27.32,0
122.3,3,1,4716.52,Studio,Dublin 1,Gym;Pool,38.57,2
105.0,3,2,4409.91,Apartment,Dublin 1,Gym;Parking,42.0,2
75.8,4,1,3781.1,House,Dublin 1,None,49.88,0
54.7,1,1,2825.35,House,Dublin 8,Gym;Pool,51.65,2
44.6,1,1,2985.36,House,Dublin 4,Parking;Garden,66.94,2
103.8,1,1,4896.03,Apartment,Dublin 1,Gym;Parking,47.17,2
123.0,3,1,4856.24,Studio,Dublin 3,None,39.48,0
107.3,4,1,1704.13,House,Dublin 3,None,15.88,0
93.6,3,2,4206.64,Studio,Dublin 1,Gym;Parking,44.94,2
35.0,3,1,1628.42,Studio,Dublin 2,Gym;Pool,46.53,2
146.2,1,2,1696.86,Apartment,Dublin 3,None,11.61,0
125.8,3,2,3639.59,Apartment,Dublin 2,Gym;Pool,28.93,2
65.1,2,1,2501.0,Apartment,Dublin 4,Gym;Parking,38.42,2
147.6,3,2,4712.49,Apartment,Dublin 8,None,31.93,0
102.2,2,1,1173.84,Apartment,Dublin 3,Parking;Garden,11.49,2
99.9,3,2,2948.41,Apartment,Dublin 2,Parking;Garden,29.51,2
119.8,4,1,4657.79,House,Dublin 1,Parking;Garden,38.88,2
127.4,4,2,4597.28,Studio,Dublin 4,Gym;Parking,36.09,2
108.8,1,2,1457.42,Apartment,Dublin 6,None,13.4,0
45.4,3,1,2339.88,House,Dublin 6,Gym;Parking,51.54,2
70.6,2,2,3400.31,Studio,Dublin 1,None,48.16,0
141.4,2,1,1469.46,Apartment,Dublin 4,Parking;Garden,10.39,2
57.0,3,1,4865.69,Apartment,Dublin 4,Parking;Garden,85.36,2
74.7,2,1,4641.95,House,Dublin 4,Gym;Pool,62.14,2
81.8,4,1,1501.19,Studio,Dublin 4,Gym;Parking,18.35,2
82.7,2,1,1308.85,Apartment,Dublin 6,Gym;Parking,15.83,2
103.6,1,2,1158.72,Studio,Dublin 2,Gym;Pool,11.18,2
143.2,4,2,4619.66,House,Dublin 4,Parking;Garden,32.26,2
58.9,4,2,1613.22,Apartment,Dublin 2,Parking;Garden,27.39,2
44.6,4,1,2548.4,Studio,Dublin 4,Gym;Parking,57.14,2
53.7,3,2,2685.18,House,Dublin 3,None,50.0,0
136.4,3,2,3315.85,House,Dublin 8,Parking;Garden,24.31,2
107.5,4,2,1101.29,Apartment,Dublin 3,Gym;Pool,10.24,2
64.3,3,2,1752.39,Studio,Dublin 8,Gym;Pool,27.25,2
127.9,2,2,4712.26,Apartment,Dublin 3,Gym;Pool,36.84,2
133.4,3,1,4615.32,Apartment,Dublin 4,Gym;Parking,34.6,2
131.6,3,1,4081.42,Studio,Dublin 2,Gym;Parking,31.01,2
140.3,4,2,881.49,Studio,Dublin 8,Gym;Parking,6.28,2
60.3,1,1,2173.43,Studio,Dublin 6,Gym;Parking,36.04,2
120.6,1,1,3437.43,House,Dublin 1,Gym;Pool,28.5,2
85.3,1,2,1955.8,House,Dublin 8,Gym;Pool,22.93,2
131.0,2,2,4620.26,Studio,Dublin 8,Gym;Parking,35.27,2
117.4,3,1,3462.34,House,Dublin 6,Gym;Parking,29.49,2
123.2,1,2,1102.01,Apartment,Dublin 4,Gym;Pool,8.94,2
108.7,4,1,4617.82,Studio,Dublin 3,Gym;Parking,42.48,2
51.3,1,1,4822.62,Apartment,Dublin 3,Gym;Parking,94.01,2
95.4,1,2,1126.39,Studio,Dublin 2,Gym;Parking,11.81,2
148.2,3,1,3035.91,Apartment,Dublin 4,Gym;Parking,20.49,2
142.5,3,1,2074.13,Studio,Dublin 6,Parking;Garden,14.56,2
35.2,3,1,2449.92,Apartment,Dublin 4,Gym;Parking,69.6,2
49.8,2,2,1554.54,Studio,Dublin 4,Gym;Pool,31.22,2
45.8,2,2,3227.9,Studio,Dublin 3,Gym;Pool,70.48,2
117.1,1,2,4823.51,House,Dublin 6,Gym;Pool,41.19,2
128.1,3,2,2912.9,Apartment,Dublin 1,Gym;Pool,22.74,2
55.6,1,1,1148.24,House,Dublin 8,Gym;Parking,20.65,2
90.7,4,2,3404.01,Apartment,Dublin 3,Parking;Garden,37.53,2
130.9,4,2,2228.94,House,Dublin 6,None,17.03,0
117.9,3,2,4394.89,Studio,Dublin 2,None,37.28,0
95.1,3,2,2625.65,House,Dublin 8,None,27.61,0
100.8,4,1,1609.93,House,Dublin 8,None,15.97,0
91.0,3,1,1602.64,Studio,Dublin 3,Gym;Pool,17.61,2
65.7,2,1,4028.81,House,Dublin 2,Gym;Parking,61.32,2
97.8,2,2,1915.47,Studio,Dublin 3,Gym;Parking,19.59,2
112.7,3,2,4022.38,Apartment,Dublin 4,None,35.69,0
134.8,4,1,1664.73,House,Dublin 6,None,12.35,0
106.4,1,2,2151.08,Studio,Dublin 2,Parking;Garden,20.22,2
121.3,3,2,2755.05,Studio,Dublin 8,Parking;Garden,22.71,2
49.2,3,1,4761.42,House,Dublin 3,Parking;Garden,96.78,2
85.4,1,1,4713.27,Apartment,Dublin 8,Gym;Pool,55.19,2
31.1,3,2,1668.86,House,Dublin 2,Gym;Parking,53.66,2
59.6,1,2,2304.52,Studio,Dublin 8,Gym;Pool,38.67,2
117.2,4,2,1427.48,Apartment,Dublin 3,Gym;Pool,12.18,2
149.0,2,1,2941.94,House,Dublin 3,Gym;Parking,19.74,2
41.9,4,1,2734.45,Studio,Dublin 1,Parking;Garden,65.26,2
78.2,2,1,4583.19,House,Dublin 8,Gym;Parking,58.61,2
126.0,1,1,4706.02,Apartment,Dublin 1,None,37.35,0
54.5,2,2,2410.98,Apartment,Dublin 1,Parking;Garden,44.24,2
96.6,4,1,2865.3,Apartment,Dublin 8,Gym;Parking,29.66,2
118.0,2,1,4564.19,Apartment,Dublin 2,Gym;Pool,38.68,2
103.9,1,2,4188.17,Apartment,Dublin 4,Gym;Parking,40.31,2
52.6,2,2,815.36,House,Dublin 3,Parking;Garden,15.5,2
72.6,3,2,2144.25,Apartment,Dublin 6,None,29.54,0
124.1,4,1,2571.45,Apartment,Dublin 1,Gym;Pool,20.72,2
96.5,3,2,1764.81,Studio,Dublin 2,None,18.29,0
30.6,1,2,1638.2,Apartment,Dublin 8,None,53.54,0
121.3,2,1,958.69,Studio,Dublin 2,Gym;Pool,7.9,2
34.2,3,1,3502.15,Studio,Dublin 2,Gym;Parking,102.4,2
119.5,3,2,1902.54,Studio,Dublin 8,Gym;Parking,15.92,2
54.3,2,1,1019.86,House,Dublin 6,None,18.78,0
145.0,2,2,1770.11,House,Dublin 8,Gym;Parking,12.21,2
74.2,4,2,4168.04,Studio,Dublin 6,Parking;Garden,56.17,2
69.2,3,1,4376.25,House,Dublin 8,None,63.24,0
47.9,3,2,2828.88,Apartment,Dublin 1,None,59.06,0
66.7,1,1,2547.5,House,Dublin 6,None,38.19,0
135.2,4,1,4906.99,Apartment,Dublin 1,Parking;Garden,36.29,2
149.6,1,1,1642.37,Apartment,Dublin 6,None,10.98,0
74.2,3,2,1704.51,House,Dublin 6,Gym;Parking,22.97,2
83.8,1,1,2025.84,House,Dublin 8,Gym;Parking,24.17,2
116.6,3,1,1525.58,Studio,Dublin 6,Gym;Parking,13.08,2
136.3,3,2,2393.34,House,Dublin 1,Gym;Parking,17.56,2
101.2,1,2,4625.5,House,Dublin 8,None,45.71,0
77.0,1,2,3384.46,House,Dublin 3,Parking;Garden,43.95,2
79.5,2,2,2530.18,Apartment,Dublin 1,Gym;Pool,31.83,2
113.5,2,1,4724.53,Apartment,Dublin 3,Gym;Parking,41.63,2
30.4,2,1,1003.55,Apartment,Dublin 2,Gym;Pool,33.01,2
104.4,3,1,1683.16,Studio,Dublin 8,Gym;Pool,16.12,2
72.7,1,2,3176.73,Studio,Dublin 2,None,43.7,0
125.3,4,2,3385.32,Studio,Dublin 8,Gym;Parking,27.02,2
41.2,3,1,966.14,Apartment,Dublin 8,Gym;Parking,23.45,2
100.6,4,2,2492.76,House,Dublin 1,Gym;Parking,24.78,2
